pl_name,pl_orbper,pl_tranmid,pl_trandur,pl_rade,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratror,st_rad,st_raderr1,st_raderr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,disposition
1185,20.525649601312637,2456787.700306611,5.033138766687615,57.17943431737785,5.074010150756027,3.5040686885234344,-3.5044338498490557,0.31316887718554326,1.5751089298570524,0.382027689046718,-0.38199699032241186,774.4298591605071,21.468476281650418,-20.723240979482743,1.2646080679917047,0.03457440177841925,-0.03457440177841925,FALSE POSITIVE
1186,18.11837374990142,2456795.056381965,4.787915725871189,81.53116980856623,7.241705078586676,4.625086161393785,-4.625541029973802,0.39133282223615007,2.051759682218033,0.3231627686034657,-0.3231245282856837,368.7887496271356,8.78516977121582,-8.35357997977902,3.0534668088371175,0.061634489302077364,-0.061634489302077364,FALSE POSITIVE
1187,22.713427804669543,2456807.8921781275,5.04753461656444,93.53255516777693,8.30379981495651,5.860951865782928,-5.861049790088111,0.4254231775498963,2.0181037748131176,0.39915283882653646,-0.3991446064343395,405.4113792901351,11.998948817573405,-11.30284068205217,2.4446966581455007,0.06900637267387381,-0.06900637267387381,FALSE POSITIVE
1188,5.226966865002897,2456843.038370088,3.2237901472208543,20.75933349283882,1.8520329229765617,0.4678306199545802,-0.46864271007460595,0.14279853295055406,1.754748852912293,0.7265872284071987,-0.7265189568544433,239.81549106096492,2.093,-2.063,4.77093,0.0476123,-0.0476123,FALSE POSITIVE
1189,12.235804843064509,2457102.5553792324,1.96888991108366,19.421146710784313,1.751665979557008,0.8612172880355845,-0.8612172880355845,0.4376366472414669,0.502820935657226,0.08709074665999453,-0.0870191118464052,212.1224698646968,1.6526846791376177,-1.6317584221922656,4.722118038020234,0.03706627049992202,-0.03706627049992202,FALSE POSITIVE
1190,1.4044171493429443,2456893.8060565027,2.3436755845127646,65.11107767066589,5.788074336804545,3.5529344464379227,-3.5535686640765434,0.4176417216371836,1.344638636189062,0.48479050693422343,-0.4847371889318172,166.168,3.973,-3.794,5.99516,0.139462,-0.139462,FALSE POSITIVE
1191,10.387260985453004,2456869.1499840836,3.5142543900793095,72.84481213625993,6.479531418758961,1.6349832649556773,-3.1296987692021894,0.3034916324778386,2.1726554469995762,0.08229029367429277,-0.11944213452916827,534.2297679377691,39.98362655928017,-34.029568008382036,1.862319336216084,0.11887803617631292,-0.11887803617631292,FALSE POSITIVE
1192,7.820439938436497,2457038.9785071,1.8664489816875527,56.30634852930548,5.049453202604932,4.5306348529305485,-4.5306348529305485,0.4584682573534726,1.3982495383954454,1.0638950432977605,-1.0638950432977605,242.86033297759872,2.093,-2.063,4.77093,0.0476123,-0.0476123,FALSE POSITIVE
1193,10.151017587454954,2456844.2026772797,3.8870064013968073,75.01692985008785,6.689557546208082,1.7924740358024598,-2.7242708776014055,0.23603201033333587,3.5976420526842565,0.09123516853439007,-0.13433205283068525,857.2493878817754,44.28408249423927,-43.87243702502056,1.1540513018629661,0.054134121293469506,-0.054134121293469506,FALSE POSITIVE
1194,25.576117148738707,2456811.834682166,5.847116271276322,95.40530941922043,8.492424753537634,3.8647784772983886,-5.214017579303764,0.38603043591978503,2.323522152270161,0.26431856515322594,-0.2798867086379033,452.2989463750809,12.313705283264165,-11.689178904835483,2.21042498489619,0.05902948830397782,-0.05902948830397782,FALSE POSITIVE
1195,9.559945151586957,2456912.271208314,2.570877058047117,11.557019393025282,1.0353517913896237,0.8699004273039469,-0.8699004273039469,0.12024094664259011,1.4562479456541015,1.1654480771322389,-1.1654480771322389,211.43,2.093,-2.063,4.77093,0.0476123,-0.0476123,FALSE POSITIVE
1196,8.470793520686671,2457440.186782873,6.76938429141736,18.022666333002586,1.609114057014036,0.5371660830974436,-0.46011055532436707,0.3247269635179638,1.9659918306677138,0.040150000000000005,-0.04,355.17571482955174,11.603952475364007,-10.904288143248564,4.028294327461626,0.13136408780387454,-0.13136408780387454,FALSE POSITIVE
1197,1.3119666570441728,2456856.8964614198,4.502563680775944,2.7735253548861953,0.2473477676858714,0.01820037964188951,-0.01919771800729035,0.20878139262044987,0.17071869860103858,0.03170423410252271,-0.03162038892678493,226.6934897496707,6.685788826912942,-6.5857335838658635,4.79388982879521,0.12603565789990073,-0.12603565789990073,FALSE POSITIVE
1198,14.798211736257675,2456790.545505381,4.621735768313528,71.87023995055245,6.3862414673703825,3.7012116693789228,-3.7019333725425176,0.3627837276557347,2.029327182547722,0.26635620193834897,-0.2662955291208967,349.7217231073627,7.441911690957616,-7.090929348336134,3.3981974997706277,0.058819943388442604,-0.058819943388442604,FALSE POSITIVE
1199,14.720960012778662,2456975.1897718254,2.9812037711294894,45.83416153303029,4.097901705189722,3.1586416391501984,-3.1586416391501984,0.3099300568396574,1.3453745617926216,0.1787612742923585,-0.1787612742923585,516.477938752723,5.962528777127136,-5.735417974225963,3.6199354584517294,0.04777717185596246,-0.04777717185596246,FALSE POSITIVE
1200,6.633034410526264,2457067.4073687806,1.8486439641382608,101.2869696572842,9.054264736889678,6.401988489700448,-6.401988489700448,0.38744322288387434,2.372443739138294,1.8156253226590127,-1.8156253226590127,288.71572627770365,2.8159328999694893,-2.760841953332805,4.316799547717648,0.04511604484418073,-0.04511604484418073,FALSE POSITIVE
1201,1.4006664528063824,2456789.3791849697,5.411265714242804,18.744247319590002,1.6721559712018212,0.018009039801817273,-0.01896968266102919,0.16384275527333145,1.1529745410992427,0.031310388540792086,-0.031229628317234963,287.46300867280564,5.800097630751895,-5.783945586040472,4.078744570885606,0.0759575412006341,-0.0759575412006341,FALSE POSITIVE
1202,5.811553676605234,2456895.833934903,4.0504795400001505,76.52634490225516,6.8541379377013545,1.7954896575724875,-2.3248137976369208,0.19596979276477122,4.0269958707625655,0.1670675859935567,-0.22,891.3319181230656,55.39538641025092,-54.24467566069984,1.104188930605803,0.06608260067284873,-0.06608260067284873,FALSE POSITIVE
1203,2.111680896679503,2457104.3119426924,2.047521506375856,32.61147014187159,2.911440187798658,0.6368927883453263,-0.6737855766906524,0.21318074042877602,1.4226128822446555,0.24663893636879103,-0.26135673007195753,249.6193143458097,12.367223407039608,-11.05021869961506,4.023907845300388,0.1673855653243072,-0.1673855653243072,FALSE POSITIVE
1204,30.00734849245609,2456861.132796246,8.37828609132799,94.89237002480522,8.46212152452027,2.79462655294876,-2.795554662898811,0.17175255250939866,3.3118989310499973,0.7406325847935332,-0.7405545595770515,879.1255653143256,45.68960062438288,-45.68960062438288,1.1160694171985506,0.05587275918386606,-0.05587275918386606,FALSE POSITIVE
1205,1.0787706436914757,2457030.1711524623,5.25497160153469,12.651458371830854,1.1436801756075803,1.047948346174129,-1.047948346174129,0.06892312646753584,1.4028145252426572,0.19402255849822966,-0.19402255849822966,531.9145662060054,8.947624043713809,-8.661574921300144,1.8640004229700504,0.031162904949055662,-0.031162904949055662,FALSE POSITIVE
1206,2.8898118434764655,2456879.7722759335,3.18564470349434,58.37000386641265,5.224666924427511,1.2246669244275101,-1.3603350087788157,0.28764674657252814,1.8418797061526386,0.19644308717172784,-0.19594974868317766,803.4033366681608,36.73910467113072,-33.64200118007764,1.2199912653246294,0.053616949542898425,-0.053616949542898425,FALSE POSITIVE
1207,16.920607186694596,2456815.973882541,4.469985050392426,55.804382973955086,4.98040912589423,1.0219701195387032,-2.5364543010661835,0.20577985239170046,2.0849183684095975,0.17427579092362597,-0.1917506084027892,490.1060293986509,8.715373330686894,-8.309082260968912,3.1415488935470215,0.050265326789686565,-0.050265326789686565,FALSE POSITIVE
1208,9.472455300805898,2457345.2458354193,6.6723390985822535,37.633750596356585,3.3742934622100282,1.1189645570134146,-1.115736214116868,0.18578495799566933,2.79933889994232,0.053938994089681294,-0.05385828551726763,526.2613341161459,15.025620390246562,-14.211786100591912,1.888549291389735,0.051366460589686476,-0.051366460589686476,FALSE POSITIVE
1209,7.964478826999232,2456895.422656584,3.772466224406586,192.14688437775337,17.134749529964466,5.744694360195015,-5.744694360195015,0.2980170716290668,6.043110335583067,1.4862846649453234,-1.4862846649453234,935.0023096267009,63.44520254223258,-63.422601215452346,1.0480087192897394,0.07054412324996175,-0.07054412324996175,FALSE POSITIVE
1210,2.524671835492695,2456810.0172860986,1.5459900203556363,3.9176221315501363,0.3496771797148469,0.07688453779659417,-0.07688453779659417,0.024160782283068862,1.449940619106029,0.25000237523575886,-0.25000237523575886,476.9008325832522,2.093,-2.063,4.77093,0.0476123,-0.0476123,FALSE POSITIVE
1211,20.17985836893089,2456820.137238312,4.991224081390517,82.9025051604548,7.361062313299037,5.054204663081982,-5.054535593120894,0.3907383952164225,1.8470304884544935,0.34954811529728197,-0.3495202943608454,415.2132256470096,14.197436432724121,-13.198881174144434,2.394458571685835,0.07513100526998445,-0.07513100526998445,FALSE POSITIVE
1212,10.193637027238003,2457004.79179181,1.9996839387019318,50.16883053184631,4.493675831168576,2.8759458348795883,-2.8759458348795883,0.3231225277056192,1.4094522774272933,0.14295313908474788,-0.14295313908474788,502.69350287261864,7.668126796226483,-7.354134149479475,3.1126039141916073,0.047849843524046955,-0.047849843524046955,FALSE POSITIVE
1213,1.4160575896507983,2456885.1689842255,2.3979492053090783,94.57789805829658,8.407656313824386,5.130747985490428,-5.130868261944537,0.4551091109920383,2.01460719275402,0.6834971490170106,-0.6834870375034244,173.42321322837887,3.8462690297194753,-3.6773131332151126,5.912634544815678,0.13327040340373666,-0.13327040340373666,FALSE POSITIVE
1214,3.013309964744558,2456977.1677815854,11.814508970369966,3.860226630632599,0.343131256056231,0.30145175302198596,-0.30145175302198596,0.03240470885820669,0.9675074264368677,0.2785994058850506,-0.2785994058850506,487.0155700526616,7.8439362996576385,-7.590743429037032,2.235421790938135,0.03561214931702422,-0.03561214931702422,FALSE POSITIVE
1215,1.0994761433765243,2457064.2668435825,0.04940013833721797,21.142281504427473,1.9123310637170474,1.8189708672569962,-1.8189708672569962,0.11161252371684467,1.734877865840611,0.13123310637170477,-0.13123310637170477,568.5547774375007,9.377244121096025,-9.081786217308462,1.75844833385736,0.028703773133794578,-0.028703773133794578,FALSE POSITIVE
1216,1.306814225113588,2457062.2236747174,2.166159875302498,40.28618061634152,3.5980713656030328,0.9582004404667872,-1.0055662486679258,0.2161974063013433,1.7063319891529407,0.38743531005085263,-0.40638163333130806,262.57880229415633,15.594149969652538,-13.905399366448666,3.846245219135733,0.20881870206923386,-0.20881870206923386,FALSE POSITIVE
1217,15.37298905117125,2457539.6599878296,11.302790873662644,22.806058835466775,2.037896866586139,0.2993527862968918,-0.2938840467605735,0.07182344891927625,3.673291491156508,0.042793020806816504,-0.04265630231840854,562.1061867547351,17.720070749012134,-16.682196795380303,1.7563808256207962,0.053704165123512386,-0.053704165123512386,FALSE POSITIVE
1218,1.2386676376283097,2457307.925920377,1.7751153678912133,16.888720968038122,1.5088720968038123,0.9079690325739965,-0.773232580822873,0.5597103148572369,0.28503870928250435,0.040150000000000005,-0.04,166.1620601617515,5.452731956005345,-5.112590052441887,6.015997901220823,0.19312095054934422,-0.19312095054934422,FALSE POSITIVE
1219,13.653062514513172,2456943.6993831825,8.61636654598861,19.418757343839193,1.7261117638968175,1.995062648365829,-1.995062648365829,0.15226301953772417,1.0800546682858738,0.2695956265371301,-0.2695956265371301,516.4169613243286,5.059967725280625,-4.9148202068350635,3.4628349992053513,0.04142129771450904,-0.04142129771450904,FALSE POSITIVE
1220,10.054317208024152,2456846.5999947735,3.8980750814337175,79.71135810840991,7.113060090118259,3.0642584233771464,-3.5288641891590085,0.2481681139593966,3.7297290721392744,0.27835012161498185,-0.3248106981931681,860.7206599278026,45.1713379585467,-44.778507461718704,1.149286314724955,0.05490273399964403,-0.05490273399964403,FALSE POSITIVE
1221,2.185497390961068,2459473.618330478,1.6971896642787216,9.703021858882288,0.8662666695823986,0.3907299839135091,-0.3526938079638485,0.1775173505020416,1.0929937226920252,0.06189014391359023,-0.061849390867929885,608.4768513027,13.767637854651051,-13.171381302988099,2.568532378084577,0.07410326507845455,-0.07410326507845455,FALSE POSITIVE
1222,11.825543449167672,2457441.416474311,8.110766929721635,18.21860693710554,1.625012740461872,0.3021522550679396,-0.2985419793717934,0.11744761883715593,2.6018164051247026,0.040150000000000005,-0.04,428.12824727993177,11.513236444226777,-10.852386818920463,2.897470606461399,0.04281606191702557,-0.04281606191702557,FALSE POSITIVE
1223,1.322626541051631,2456989.9600108955,11.182997786108071,6.718213729013918,0.6022689611963166,0.24542389602205497,-0.24542389602205497,0.044592984437867265,1.0041026077157438,0.2607431396265997,-0.2607431396265997,481.7238108074073,8.539810294429358,-8.249544741369732,2.0476545440546956,0.035927129144029846,-0.035927129144029846,FALSE POSITIVE
1224,3.3482072738819744,2456895.713783778,3.620124753672224,29.51662581101141,2.6310192991515633,0.9566385866247661,-0.9578226676246802,0.2771948137459658,0.8775474345102424,0.09055511400468905,-0.09045556957426332,502.0897406330785,36.77134349909595,-31.898730428333806,1.9873601880263803,0.12727152839151365,-0.12727152839151365,FALSE POSITIVE
1225,1.3389597817879053,2456940.872323098,7.327100360664421,30.35623775461328,2.693026902539342,0.783825022666875,-1.2135577501958041,0.14374937526941742,1.439417828574614,0.17590918377632603,-0.19548589691931062,516.0709733331805,30.23013512621953,-25.890088715712206,1.9288966711028017,0.0920369945159968,-0.0920369945159968,FALSE POSITIVE
1226,8.508010354252729,2457067.408817022,0.7354600547914925,98.08831615104181,8.780466506599614,3.290594313416813,-3.290594313416813,0.3901592289223032,2.1718385350442375,0.7741251471043833,-0.7741251471043833,455.3812257356156,9.707441430124067,-9.305594918331579,2.1794542952262494,0.04448527933744326,-0.04448527933744326,FALSE POSITIVE
1227,1.1960596595535937,2456808.8482359247,7.0934790377368735,1.7562469948645902,0.15647940178999736,0.013031133013121338,-0.013037103759596524,0.06501807306933827,0.24070554728327956,0.021064082833123055,-0.021063580878816608,303.3049209126315,10.097125366432834,-10.097024975571545,3.276408003737929,0.1088135109499354,-0.1088135109499354,FALSE POSITIVE
1228,4.541103483108655,2456895.3531268365,3.7991688984251697,71.08470146305427,6.368276916344131,1.6205796898838873,-1.9944283031140093,0.22065153264971815,3.3934330989127472,0.1826151386769878,-0.22,867.2852957652369,50.62753503546823,-48.81585895246279,1.1354297942790723,0.0632866065360239,-0.0632866065360239,FALSE POSITIVE
1229,9.017652493609017,2456873.1225717016,3.266250303229799,71.20708917010134,6.33160805407367,1.6297002876454882,-3.034605177618788,0.3008501438227441,2.1428066251970086,0.07922616683438316,-0.11695913519337946,537.0450137165958,42.13865866365244,-35.75572801471318,1.8532706526791922,0.1242986931581827,-0.1242986931581827,FALSE POSITIVE
1230,27.307402035652302,2457149.082114421,4.167862810623591,177.667540506403,15.859932981830033,5.132384638873758,-5.13150156980391,0.4330044932341535,3.8971344408683413,2.308528122427204,-2.3085060457004576,427.4871475273085,7.632207126759264,-7.33688988639781,2.3468920877230834,0.037730216120335766,-0.037730216120335766,FALSE POSITIVE
1231,9.629360655875947,2456810.5087464633,3.14129936775526,60.14665994570272,5.343110663046849,1.3431106630468483,-2.1302193098045143,0.324364305544523,1.7068538441265928,0.08332931679025979,-0.08046710352932282,774.3017100893893,25.10023069570144,-23.462354064438614,1.265325606281181,0.0394684304117333,-0.0394684304117333,FALSE POSITIVE
1232,7.549591650337712,2457424.032444923,6.144467363919096,17.88203060261456,1.5966980992266413,0.5851234555937793,-0.5001829119746795,0.35579039534718543,1.7535359630368,0.040150000000000005,-0.04,331.26946480904405,10.854346379375272,-10.198108477814792,4.283885939242434,0.13992047744314562,-0.13992047744314562,FALSE POSITIVE
1233,1.0776189913951664,2457042.163644928,3.4136946298186763,43.04058943369371,3.8659820804562868,1.672825109433898,-1.672825109433898,0.2567721992909168,1.3764132690389035,0.12822578559632247,-0.12822578559632247,476.78154453709715,10.348356659433048,-9.918632367132034,2.0694315625670043,0.044313205928077304,-0.044313205928077304,FALSE POSITIVE
1234,1.4071159588639515,2457303.350420967,1.7672432722310991,16.873101730617257,1.507310173061726,0.891308512658411,-0.7638610383703562,0.5417221597608781,0.3058643591769863,0.040150000000000005,-0.04,168.6894089688211,5.221098665053971,-4.898762692150293,5.943112812361362,0.18405457675755615,-0.18405457675755615,FALSE POSITIVE
1235,1.3407190757604057,2456986.105043724,11.756720462063381,4.035994980801803,0.3612607025835115,0.14001773187237104,-0.14001773187237104,0.028924651708561466,0.9766093995599906,0.27052885778373215,-0.27052885778373215,482.08877149601045,8.406258540913445,-8.126291291247755,2.0460464243708736,0.03530786093985177,-0.03530786093985177,FALSE POSITIVE
1236,6.297526025788441,2457197.4296534117,2.074716245840936,7.217162138073312,0.646390749992255,0.29852083881120367,-0.29852083881120367,0.24591337531030236,0.2609467598679115,0.0499856637413185,-0.04985208388112036,132.15480563441483,1.621908359701252,-1.5847841004906849,7.7735202868856,0.09630189188249899,-0.09630189188249899,FALSE POSITIVE
1237,3.097862501925741,2457161.6740854676,1.6296,39.86283034809715,3.5634723476746943,2.910617829188101,-2.910617829188101,0.2792084826637593,1.1908680869186736,0.6510342747218745,-0.6509430192429555,231.68725423916953,1.5320829895782082,-1.5136420169079416,4.70874851666463,0.034177729230538634,-0.034177729230538634,FALSE POSITIVE
1238,11.450291568014592,2456791.794718951,3.129317884290389,60.62668732810943,5.375112488540629,1.3751124885406287,-2.3382311755140868,0.33428487144759494,1.6703717630636832,0.05276757344369956,-0.04926532367288699,766.4388615655674,21.95557131355512,-20.711957172375666,1.2775743049889257,0.03564570035011201,-0.03564570035011201,FALSE POSITIVE
1239,0.8750006597265345,2457065.7341471915,0.0,22.656203492741852,2.048186628297955,1.8217921512202875,-1.8217921512202875,0.12046023258573799,1.731283139511885,0.1273849418535655,-0.1273849418535655,564.6507994310346,9.520918976939214,-9.214507206568184,1.744828355272737,0.029371513006890688,-0.029371513006890688,FALSE POSITIVE
1240,9.001964467488259,2456872.5444607222,4.203746734974398,82.96983983215075,7.417185051000737,2.5646245590702184,-3.203016016784925,0.19885642387345198,4.4552843359589005,0.20666352369268348,-0.27050266946415413,898.274010097571,54.76995618822754,-54.58067218307588,1.0977371338553752,0.06321783627834335,-0.06321783627834335,FALSE POSITIVE
1241,8.394428726681001,2457067.901790763,1.9189975742059306,109.40876205663396,9.778300493420858,6.370508674199093,-6.370508674199093,0.3962575712242539,2.4920670380434458,1.884880916761995,-1.884880916761995,297.64875352252335,3.0481280191074887,-2.984978239702457,4.170939711381046,0.044314285423176704,-0.044314285423176704,FALSE POSITIVE
1242,12.87013514193147,2456939.023512161,2.4731216425462175,15.055060098115703,1.3584758904191627,0.9469759004669562,-0.9469759004669562,0.2909927641114107,1.0856927862165566,0.818608447898697,-0.818608447898697,211.43,2.093,-2.063,4.77093,0.0476123,-0.0476123,FALSE POSITIVE
1243,28.90727213837998,2457082.768483058,2.9176169667405105,201.71859995552197,18.007057609512675,5.895838386397081,-5.895732369487562,0.49195685046445314,3.899655975128609,2.653001820535755,-2.6529991701130173,405.75325762029087,6.003246781322732,-5.828761151892451,2.441325941680943,0.03522024698638746,-0.03522024698638746,FALSE POSITIVE
1244,1.3178967459912856,2456894.289741548,1.6385714697732834,55.81060715307948,4.969480613121099,2.661038773757803,-2.7652596934394507,0.4575346017575116,1.17479992479099,0.17517746920083238,-0.17992531109744075,552.872,54.254,-45.46,1.8024,0.154773,-0.154773,FALSE POSITIVE
1245,1.5546658600295111,2458348.9979907176,0.665069788227298,15.418479646605345,1.3914695041948297,1.1586001573121465,-1.1586001573121465,0.07810379587073162,1.6042714717903472,0.10604790678653189,-0.10604790678653189,650.7511967054332,12.38512343418542,-11.931834029851437,1.543280658907967,0.028019865723138592,-0.028019865723138592,FALSE POSITIVE
1246,1.6488939476337099,2456974.1076435456,11.573370276168674,2.899544657622899,0.25825692914586984,0.03648880710180795,-0.03666058761337547,0.029225781912964544,0.9336330744197959,0.2569081935269886,-0.25689375212206494,481.85548640803177,10.167187352447911,-9.645425526611245,2.048015628322042,0.042278058666795126,-0.042278058666795126,FALSE POSITIVE
1247,1.5739396896055986,2456894.287264863,1.646934324671908,54.79451328645382,4.88161434668271,2.810815090186641,-2.810815090186641,0.47783698196267177,1.0714059617242633,0.1907570563130649,-0.1907570563130649,552.8166159231541,53.689874080774615,-44.99065753117034,1.8345049196717498,0.15361404736503642,-0.15361404736503642,FALSE POSITIVE
1248,1.6262446445796217,2456872.541936577,1.5918620255035512,41.88789572163526,3.7319986969888834,2.100893089562232,-2.100893089562232,0.36299455195720326,1.1675259273004228,0.20539883062638256,-0.20539883062638256,533.3698943060407,40.867026594954325,-34.32228245511461,2.56426484465559,0.1272705088482568,-0.1272705088482568,FALSE POSITIVE
1249,1.3908040097288072,2456889.1390002645,2.752446749733389,3.529377316939383,0.3148567533648873,0.021698936339919515,-0.023367234338799663,0.3059140104305685,0.1274734370905328,0.03890551025840258,-0.038765258219825016,175.08647489179444,4.372731404729281,-4.205363972026719,5.818151967442778,0.13748361873611226,-0.13748361873611226,FALSE POSITIVE
1250,8.297143775468752,2456824.207021292,3.1266601469525055,65.77945692646867,5.858261739931963,3.1149432434384403,-3.1149432434384403,0.3398419763574513,1.8221264189140391,0.3696049408936281,-0.3696049408936281,780.0576528179485,27.402256386470103,-25.475762683917704,1.256359032901629,0.04226683295437039,-0.04226683295437039,FALSE POSITIVE
1251,1.3178764570968386,2456895.2420921447,1.829185994114777,60.86478014698272,5.402695441169947,1.7946091176601056,-2.5486522794150264,0.31746180735505036,1.828232290431337,0.08275830588374458,-0.11710916103035764,552.872,54.254,-45.46,1.8024,0.154773,-0.154773,FALSE POSITIVE
1252,15.283179941705047,2456969.349846379,2.2804234151748304,39.753828076986466,3.5678705314741297,2.114504461542084,-2.114504461542084,0.5931089286711969,0.7350505569943817,0.2683415174830114,-0.2683415174830114,200.99397705947322,2.5264700881134354,-2.462115277938488,5.053199726580378,0.06879001146393227,-0.06879001146393227,FALSE POSITIVE
1253,1.2302855082458617,2456823.490879886,6.315810277611407,1.9904085393212445,0.17740361917382375,0.014575624110406353,-0.014877800198109801,0.10814503766501368,0.21552388954132182,0.02424319578507554,-0.024217792162738134,280.1620565660247,9.082282126684092,-9.051967137361453,3.732680829426381,0.11417474983211774,-0.11417474983211774,FALSE POSITIVE
1254,22.148117308227768,2456916.977344586,6.062886565496611,31.841092384070542,2.8303193230284927,3.347285577224345,-3.347285577224345,0.2479610079958027,1.1699153094912509,0.26240677524069994,-0.26240677524069994,539.8917957902564,2.8371749044244146,-2.778293601536016,4.442833585637306,0.04605947268245282,-0.04605947268245282,FALSE POSITIVE
1255,8.024112443714282,2456896.666234727,3.8132373128606516,188.9299014280362,16.849324571380997,5.626302178553091,-5.6638584642713425,0.2930990324992715,6.054463003566621,1.4361543142789743,-1.4399099428507993,933.196,63.696,-63.696,1.0498,0.0709503,-0.0709503,FALSE POSITIVE
1256,10.759176552147045,2457480.3162203366,8.32175770596293,18.372023438535912,1.6399568809753464,0.4180338483653684,-0.360565706425541,0.24756143380623066,2.4937593244924985,0.040150000000000005,-0.04,414.5618913600615,13.466069700212973,-12.658528571493514,3.3933721391672766,0.11010892377163686,-0.11010892377163686,FALSE POSITIVE
1257,8.024120614450059,2456896.66618366,3.806006211698042,190.03295075792573,16.94737340070451,5.66409183152153,-5.69347738146282,0.2946004051982878,6.064370020696185,1.4500445650998055,-1.4529831200939345,933.196,63.696,-63.696,1.0498,0.0709503,-0.0709503,FALSE POSITIVE
1258,1.3071071783152315,2457072.6696350323,2.178258613190677,37.38558362784316,3.338386202298152,0.6615370289945022,-0.703418378961334,0.22377498914257782,1.6293237734363224,0.30804208309588366,-0.3271810788949977,258.47017131046533,15.886723570496166,-14.16674163495598,3.8919793033258845,0.21700990808420592,-0.21700990808420592,FALSE POSITIVE
1259,6.148804135367893,2457064.0543933595,2.2917676133896934,67.27151051114589,6.006059246585789,1.5797995275022831,-1.621109812291981,0.2589131779673208,2.0740854122953354,0.7336304440103611,-0.7501545579262405,287.0233627281327,14.509036970367454,-13.010105126093848,3.561829617838349,0.18599594423603028,-0.18599594423603028,FALSE POSITIVE
1260,1.2823983364181777,2457062.787439014,2.083155950790361,45.81098279520371,4.0933984575010225,1.8154973302902313,-1.855535814646725,0.23844316149368494,1.7517613969897388,0.5750148004737601,-0.5910301942163576,262.31956157653275,13.505569580974978,-12.073421858810569,3.9892907006956575,0.18388063896735896,-0.18388063896735896,FALSE POSITIVE
1261,3.9067205087979895,2456895.1110783084,3.411504341696491,108.35020247252318,9.679687131746547,2.903021554217696,-2.903021554217696,0.28740444154007694,3.4360393857262723,0.693884258564924,-0.693884258564924,855.2723180318401,48.24565821513537,-46.103783499025454,1.1510368011216316,0.061889810977438946,-0.061889810977438946,FALSE POSITIVE
1262,6.826728265043756,2456873.920140581,2.901097019926991,15.21871733444804,1.3577363048879503,0.6631126121500517,-0.6634985882881547,0.09620481689443158,1.6735501678324283,1.027464179577398,-1.0274317309739427,224.9212640206977,2.093,-2.063,4.77093,0.0476123,-0.0476123,FALSE POSITIVE
1263,4.511072087347964,2457223.0189718306,1.8319306459959153,11.204516106775593,0.9982603666763922,0.40730414667055687,-0.40730414667055687,0.21347042045027717,0.4676693540040847,0.040150000000000005,-0.04,169.29701537321318,1.3603236758961779,-1.3363167057964405,6.342230494806548,0.06250657807880015,-0.06250657807880015,FALSE POSITIVE
1264,16.69004471192794,2456903.3924027663,4.979251673140434,28.187117005148615,2.5076951258712343,2.2786236890698826,-2.279342252806149,0.23747214204864403,1.0308551104207433,0.17146070482381048,-0.17140029593467504,518.9959660455988,12.490175272065885,-11.310392748854508,3.6876697455045795,0.07407932714209972,-0.07407932714209972,FALSE POSITIVE
1265,13.747653260816247,2456901.431787673,3.4981134030969656,45.024401483654906,4.007446448537545,3.325031500860268,-3.325031500860268,0.3749936998279464,1.138254095111835,0.2267522050602188,-0.2267522050602188,550.1833136840945,26.86783188362755,-22.675207957166943,3.3609717612487318,0.09851025684576306,-0.09851025684576306,FALSE POSITIVE
1266,20.496274564768868,2456839.828508336,5.34476047748835,84.93276559350265,7.571346569735724,1.6739766632048472,-3.8315799376872506,0.32298833160242363,2.392968147107387,0.10490646465881141,-0.13776903170627822,513.450575944769,24.077439545478704,-21.288865064448203,1.9291072287372626,0.0788684309753712,-0.0788684309753712,FALSE POSITIVE
1267,2.8803153485338195,2457145.144401886,1.9041635756681394,27.119120042370447,2.420419026829432,0.6242376037842637,-0.6484752075685274,0.2179897105619798,1.1644471171989794,0.17580786838052398,-0.18542562270558224,237.01677535252117,8.526627996448347,-7.657616822485414,4.245095161058639,0.1187252164100421,-0.1187252164100421,FALSE POSITIVE
1268,2.867966808275847,2457267.728081721,1.9128308884254868,11.251357080010795,1.0040780689053146,0.5663458345745889,-0.4951119222961966,0.38899630851513367,0.2601762731826275,0.040150000000000005,-0.04,143.74303028640108,3.6277482014368507,-3.429471898810468,7.087340647234714,0.1518357829398723,-0.1518357829398723,FALSE POSITIVE
1269,8.001512496218428,2456896.1943117483,3.7771419051292447,193.29698194627812,17.237308788277247,5.779018652269303,-5.779018652269303,0.2992477347731205,6.078417719501606,1.4947968016455484,-1.4947968016455484,933.8812612232813,63.6008547545974,-63.592280469985134,1.0491204403095635,0.07079620838000017,-0.07079620838000017,FALSE POSITIVE
1270,2.7098940061697943,2456818.8677219073,1.8625428141347644,5.211535281293672,0.4650974404235235,0.07049268422611707,-0.07067568377896563,0.03951534694865558,1.3812822191909566,0.22847697566749586,-0.22846159108970282,476.82923090305667,4.740890965891154,-4.418071168563067,4.49505169973764,0.05435276558124791,-0.05435276558124791,FALSE POSITIVE
