kepid,koi_period,koi_time0bk,koi_time0,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_fwm_stat_sig,koi_disposition
4766,20.120994801340345,147.39612226014353,2454980.396224082,0.15982063911242167,0.28392737285423825,-0.15982063911242167,6.752838841441756,0.3128149850416751,-0.3128149850416751,271.74005983329965,21.502951047082743,-21.502951047082743,0.015203539487409438,0.0007317077223270989,-0.0007195334865375075,0.5488961120369732,0.0619290260559628,-0.22123203035116085,2.450136062041069,0.5679625373958123,-0.4316628365623105,0.15963569526853025,89.61707722327098,873.5953345145358,141.03217152750983,93.60964306485666,-57.19424090389927,22.732848545123005,2.5292277672901085,-2.5292277672901085,0.31667400598332995,0.29038763040459437,5.019094089874147,19.59463737651067,14.105902094165488,1,57.61123878125632,0.7637861822067893,6597.147552354138,157.54143867086788,-221.71567446045918,4.254350769641797,0.1022360837666195,-0.16213394615003032,1.4564244547330774,0.3413779820500101,-0.255472167533239,1.3421878419936983,0.14167821185627147,-0.19988195811669024,0.22517246669973723,CONFIRMED
4767,463.09847933310544,343.5524966458157,2455176.552360105,0.019557877715194672,0.4326213409639527,-0.019185492869148127,9.439259798144043,0.244665303883709,-0.244665303883709,1296.5551012945696,63.864442624183255,-63.864442624183255,0.03200027905872942,0.0015420921231627635,-0.000964651421780584,5.821763068379512,0.29970235886778746,-2.0263901678259204,2.748981920573624,0.3437795948217214,-0.2396513128062061,1.064668596357683,89.96896792949612,192.24268192790544,0.33207813208526055,0.13344489870543033,-0.07379358589922425,399.1042936442748,22.324408103565574,-22.324408103565574,0.16269553375263685,0.5545532824544943,16.953036824131782,18.574422593449608,26.87823930372219,1,3.0,0.6694911546847759,5068.107404373639,152.75312074884368,-128.54810575581823,4.527860525122483,0.06372384846046546,-0.11261504497907643,0.785589970013949,0.09851323703643883,-0.0675160352519394,0.7596597074527078,0.09892746434574064,-0.04865411102170668,0.175372363051171,CONFIRMED
4768,33.00642591812156,144.5615700281518,2454977.5616606497,0.27760866978156595,0.17384117363723797,-0.27760866978156595,4.2986828748338475,0.17731504866097408,-0.17731504866097408,472.3944618423551,27.69932091927867,-27.69932091927867,0.019647573660626756,0.0008622361630389642,-0.0007778751276733046,3.343579962584543,0.872013379886746,-0.9814003095734137,1.8250522499525277,0.19522465792971644,-0.15605538157644883,0.19181347947578298,89.72871996049383,489.588297359926,13.672601946438965,4.5174346453939584,-2.9532183946818744,57.59565814700802,14.55188066096794,-14.55188066096794,0.196488557766381,0.5087713169686622,4.6140235366028985,14.158688010795187,19.32006263247842,1,40.23876710351418,0.7297933640873675,5275.1901763342785,113.58463817663379,-100.6123289648582,4.516940959240259,0.05827690788224414,-0.07290647764482121,0.8495815065527127,0.09203448159543773,-0.06963322894586929,0.8650449315859433,0.057366771054130704,-0.06342894343779285,0.10918025390314426,CONFIRMED
4769,8.451687185455286,135.8699936425552,2454968.8699392006,0.6164602546869595,0.16886417786935967,-0.4708124165523999,5.020187891631123,0.1879758139003998,-0.1879758139003998,61.308406081368055,3.450287562871999,-3.450287562871999,0.007458302916779923,0.0008086534353002382,-0.0004952266611798397,0.2797702089940935,0.32990456915431465,-0.1766701971743852,1.238366026520001,0.0714039231824001,-0.05783660265200008,0.08389654924553601,86.4993673616816,1098.6145116597602,346.00260501594175,57.613769643320865,-44.86229485594805,10.152692821216,4.143843072703996,-4.143843072703996,0.26912888980336,0.3947591352538239,3.6735013501209623,13.199228336225477,19.943961179688024,4,106.14614357567999,0.36445793369848156,5884.10013351616,69.70771284864003,-76.78366026520001,4.128928622771039,0.024637516689520023,-0.02228078463648002,1.5058090274346405,0.08155006675808009,-0.06312313854592008,1.1033682345679199,0.09271346410608,-0.05713464106080004,0.4335810310931991,CONFIRMED
4770,82.36476792160762,194.7126581147493,2455027.712807364,0.3305335637885133,0.15557905287672208,-0.2960134462606907,11.53588269979755,0.494959868670782,-0.494959868670782,214.9249395109143,15.791422399293257,-15.791422399293257,0.01351805924652818,0.00044075333563356586,-0.0008077454027215067,0.40794153386201015,0.11622663654037488,-0.10151001019256661,1.8072386795911612,0.29131368821703346,-0.29131368821703346,0.36594587107522814,89.63206429310789,473.81500172517445,12.464154337746464,5.492653646596886,-4.205147079056181,48.871717076037754,12.437267542914658,-12.437267542914658,0.2629463809195205,0.40401313688217033,4.843160723192264,12.692861259330616,17.161393017337627,1,18.935655028896043,0.48758164877507587,5772.123332183217,97.73994123608874,-91.87131005779209,4.266549585202273,0.14866220186750762,-0.11013404770119878,1.2183673176701557,0.19639142758561462,-0.19639142758561462,0.9959839267230274,0.08599732112050457,-0.059798928448201824,0.37333522297942406,CONFIRMED
4771,27.029423769216372,132.25138994100936,2454965.2514626724,0.3142162377003479,0.22901422683799416,-0.261409497522845,6.626550820516624,0.10051540831368451,-0.10051540831368451,379.6749832825526,9.267191956550585,-9.267191956550585,0.018281589393667978,0.0004245355670949854,-0.0006060179421909968,0.6529521226991739,0.16047019955066083,-0.20400063120095768,2.9505646724069297,0.5340030637170468,-0.5340030637170468,0.18484079656643215,89.3117750112598,776.1083389058158,85.80022766353179,43.415797794674916,-32.72606261173672,28.670350212213656,3.8365725261622794,-3.8365725261622794,0.3036764499774804,0.31906576927275115,7.007610813757502,30.84120313592873,45.431844917207016,2,50.690741979070175,0.8058206623499863,6217.894724811231,121.59969362829533,-127.05493538216959,4.159855548125579,0.15861698418333628,-0.11483672571201461,1.4765651125182135,0.26630925802092986,-0.26630925802092986,1.1513687889786697,0.11119938725659065,-0.10085554812557894,0.40224972706319007,CONFIRMED
4772,11.51990307077477,134.0371168222748,2454967.037281553,0.7473210638277733,0.1582480886432504,-0.5001763858045922,2.416314065795409,0.2317757484964789,-0.2317757484964789,136.59767371186814,11.581309747635627,-11.581309747635627,0.011791193275604777,0.0022150796635141703,-0.000881691682334494,18.072116900910984,19.101522715135413,-4.294776465492992,1.7135691524710237,0.27589228811775596,-0.34178457623551184,0.099461775005262,87.9052899978952,946.0876355414922,190.51755266873386,86.76597200839097,-77.39528684541007,32.99133215558589,14.310133880111048,-14.310133880111048,0.2702688495793927,0.3898747610094575,4.610221213279168,13.197780335954896,17.107919064139967,3,99.90073301784847,0.2623351656887577,5862.8838432176635,108.53537287065356,-113.46462712934644,4.184866953417479,0.182,-0.098,1.3308637668769114,0.2160707457413071,-0.2642492033648583,0.9877307202943898,0.08882998727654136,-0.07365152965299017,0.08820586414278775,CONFIRMED
4773,7.7069883695288395,173.76491826460648,2455006.7651353576,0.5597172809958717,0.04793072872554692,-0.4365195345583981,4.930603468350948,0.06832541333728831,-0.06832541333728831,1054.4771096463066,11.378211879075513,-11.378211879075513,0.03166189099802414,0.00036171003056314403,-0.0018882757619285942,0.3137947914839608,0.26452876613777465,-0.038889973057893136,3.4867821187907553,1.1210726270697482,-0.38,0.07746614329025994,86.24864274404251,975.6536436277346,224.86784301157277,219.74960296296567,-69.06835518158285,8.94508389488238,2.6373741576764296,-2.6373741576764296,0.2868,0.3588,12.498200748218576,102.64124731180907,116.46732395573687,1,160.46704226042107,0.3956581016557986,6055.802792404664,181.0,-207.03463563722653,4.458927372930252,0.06196536436277346,-0.20910726270697483,1.007643576241849,0.32630447030231124,-0.10876815676743708,1.0629446907488649,0.13830447030231122,-0.13669552969768878,0.07811451313970247,CONFIRMED
4774,2.0063769644037475,132.31941681378288,2454965.319696206,0.21581923410877804,0.2510944953126153,-0.21581923410877804,2.677093657696978,0.12003675733488746,-0.12003675733488746,62.716129563998926,3.5271567644651665,-3.5271567644651665,0.007240338367972025,0.0002806646528111898,-0.0002930015103916077,0.895404617696488,0.09477714825413577,-0.39317124979154894,0.9855589119813504,0.16456864710696678,-0.15913729421393352,0.03194201073758092,87.9127979237866,1618.0750250613826,1624.9929132732332,746.79959687111,-567.0011139904773,5.717057230041425,0.6101005368790461,-0.6101005368790461,0.2597500336387985,0.41091223551375233,4.0513751007461645,15.775932472894379,19.92843235534834,2,626.4313528930332,0.9272266693373192,5879.66465281119,105.27156764465167,-118.90097351256163,4.2822940586791,0.12926032212742763,-0.11308627057860665,1.2460652899357663,0.2068897279953376,-0.19928583394509106,1.0809392412390568,0.08709902648743836,-0.08709902648743836,0.008418596984201526,CONFIRMED
4775,10.516184391387105,140.13314868193956,2454973.133467519,0.4680700325993231,0.2555349702008574,-0.34193033619111013,2.765465183461823,0.19046518346182312,-0.19046518346182312,277.9303361911101,24.730247066755418,-24.730247066755418,0.015450352406471751,0.0003683716734884025,-0.001336163880630641,2.779468894596346,2.416429866211656,-0.5563652153323212,2.884186589691336,1.393953659902527,-1.6918606723822203,0.09078606416496841,88.95372042278835,990.325456321074,238.2856947827193,361.62072888441696,-204.24500736439126,24.98558416842419,8.43256099837545,-8.43256099837545,0.1802441460227437,0.5321628510906814,4.7353616989505385,20.906326200911444,14.341856677152528,1,135.30228627233754,0.3254025413523872,5117.837195008123,161.93024399350182,-138.0,3.9264186589691334,0.6562092372869585,-0.28123253026583933,1.7196045725446751,0.8342092065544224,-1.0194649990666065,0.9104418904829423,0.10918603650568592,-0.13969765226259026,0.0,CONFIRMED
4776,5.264909664702442,257.4394320238607,2455090.4396075634,0.13606097957944693,0.2856526175067035,-0.13606097957944693,2.5607159791916096,0.049785909636949115,-0.049785909636949115,876.6432014569248,21.11361394195907,-21.11361394195907,0.027132619773704535,0.0006969905839502213,-0.00045510323943139387,2.7546010395824823,0.25069855207931985,-0.7489480875733093,2.845399058395022,0.8853990583950221,-0.3,0.05967370810245686,89.52206591234845,1062.417834308551,301.12858478323176,278.08999325767655,-89.67375462084546,15.923154690589005,1.4377835432271462,-1.4377835432271462,0.27807323168136505,0.3717535366372699,6.808941488700215,51.94511121484763,47.2173747432677,2,232.41783430855088,0.6396167859501184,6005.59617739406,166.69952919751105,-196.9014124074668,4.483319246716018,0.05890141240746681,-0.20523943503701328,0.959399058395022,0.3002394350370133,-0.10007981167900443,1.0225962335800884,0.13347887007402656,-0.13347887007402656,0.022502354012444686,CONFIRMED
4777,3.268773251455431,134.00169422681725,2454967.001384338,0.28323918882110016,0.20925645532222142,-0.2627607170235444,1.8024104477790046,0.025295728883141494,-0.025295728883141494,1741.794936174602,16.920515798075346,-16.920515798075346,0.03735794823188176,0.0011145984899072054,-0.0010850423031620448,4.651287160065793,0.6476421582096568,-1.5076852633481153,2.8250426170132297,0.1986324893624337,-0.10068375531878317,0.039022223617116374,88.81205189365872,879.1709074445773,141.65108544505864,33.7320481274445,-20.22606479762837,13.78658153725727,1.7615379786904848,-1.7615379786904848,0.10788205377676584,0.6275846107975596,13.954594594693939,124.8480726724613,121.46917765595332,3,334.2819941450407,0.06863141732633962,4724.948702658532,94.03418776593915,-94.03418776593915,4.626940179255886,0.012102563297817474,-0.04520512659563495,0.693393143615741,0.048623934574669264,-0.025068375531878316,0.7625640824454368,0.03062393457466926,-0.047,0.0006153797869048472,CONFIRMED
4778,18.33717681390725,177.8538116144382,2455010.8541717674,0.7176451651910846,0.18834006193035244,-0.4946525516303661,2.9166539388135853,0.06443587818624896,-0.06443587818624896,707.8649562767845,22.67392725196376,-22.67392725196376,0.02626465948754646,0.004234869468142907,-0.0023982829439428872,2.4652504268179287,3.9193805579551864,-1.858862944702795,2.2352094729285783,0.07,-0.12973385960714323,0.12421828588892925,88.82543614278569,526.7718071392846,18.175352125035538,2.659029038089259,-3.043819565160681,34.98636255748202,14.496205246785859,-14.496205246785859,0.10186633774553548,0.638237851713036,7.17591250676547,31.012242537695847,35.757812242500336,1,73.59881588392773,0.9361975473776862,4767.135043723216,84.85362278392878,-76.1064561571427,4.53661212290357,0.051960078941071484,-0.017,0.7779620524678587,0.02601330701964284,-0.044946771921428645,0.7580285875660728,0.04210645615714271,-0.026973385960714323,0.12921240464641848,CONFIRMED
4779,1.928685426016568,165.472430091812,2454998.4724762402,0.829315334549071,0.10985633685474758,-0.5593827073167373,1.748461472443438,0.047300975456245786,-0.047300975456245786,410.68424697465986,11.917167140381858,-11.917167140381858,0.02153917061780028,0.0008199051096670368,-0.0031463850737403517,0.6401138923076324,2.6362957411358723,-0.421535576265739,4.857358046868324,1.0198376646823701,-2.225499199155962,0.030903978298536933,79.53949697716634,1794.5361250244478,2466.945066188579,1367.41031124592,-1789.5910300064181,4.995272074145281,2.444318263882955,-2.444318263882955,0.10958380831586392,0.634217571173251,4.325962006115854,37.83244652968194,41.51436631452524,1,762.8904056063498,0.8174281049146468,4876.976869022663,70.04870059528896,-71.51745285207022,3.8300620770101683,0.08633888400267736,-0.13394196331852232,2.1933974113774246,0.44490747609065096,-0.9773510772057497,1.063402216441653,0.12399310255442574,-0.19298418494450614,0.7523664737849745,CONFIRMED
4780,2.4517851892842324,231.11576531266832,2455064.115413709,0.6882180115891051,0.10484855416874334,-0.4967696087835891,3.1180932608945535,0.041576886908757237,-0.041576886908757237,77.93721867592099,1.9391487336125286,-1.9391487336125286,0.009045428609097923,0.00012817891730459633,-0.0009346473603830446,0.6562486646765983,0.36083239003883155,-0.20647184735504812,1.5675006164133471,0.1308017821184882,-0.09,0.03707879230991489,76.4463475131052,1783.7688690875723,2389.9900420873087,619.9773054185566,-405.52919150572615,3.7240574257201886,1.2301187793656796,-1.2301187793656796,0.298284929386476,0.3296126703696765,11.245098008896676,47.09461462370512,49.901905401157656,1,558.8062374147087,0.42796916667799106,6153.462508390194,84.4008910592441,-91.32071284739527,4.108975997561525,0.03785374916098058,-0.04780178211848819,1.592472405243991,0.13371690204507997,-0.09453773817514471,1.152754763502894,0.1310519670424924,-0.07876886908757236,0.0406790405872658,CONFIRMED
4781,21.58497991703462,146.61689956646717,2454979.617159243,0.07678371201108528,0.34256040575719443,-0.07678371201108528,6.168665040619164,0.12142975135035176,-0.12142975135035176,187.55248855723724,6.022296400138566,-6.022296400138566,0.01253866029029919,0.00038079479609102535,-0.00023150588429247522,0.806277657578176,0.08427694853624974,-0.2221136530038574,1.852892540510553,0.3136187786069069,-0.27998416560008565,0.15960200280374126,89.85604185394479,786.2924209310381,90.35105661619484,42.56655539979215,-30.362354170913463,27.057724135011746,2.651063461244952,-2.651063461244952,0.2845085633582072,0.3661516968372415,5.711835803815238,26.155727272825114,33.84700218551481,1,63.29400437102961,0.12453666281806651,6115.381221393093,110.5686652096568,-134.27624427861863,4.249495699147516,0.11991119953794506,-0.1126736423241313,1.3602090552939679,0.228825565955873,-0.2079873324800685,1.1705445713572802,0.09630859758345772,-0.10665271535173743,0.7594262422178637,CONFIRMED
4782,37.570716562941726,157.68263591983288,2454990.6825815216,0.45356194031134156,0.30699955497446296,-0.30316124310466686,5.711282379403205,0.23719979232141603,-0.23719979232141603,360.56001186734767,25.88397211173301,-25.88397211173301,0.018079883684811445,0.002885889840998043,-0.0012435999703316308,1.0421606667069645,0.7129340113153227,-0.6968969885535331,2.0992015724235644,0.4147994659693555,-0.26600044502553705,0.21784822458955438,89.38679738918351,588.919860558665,28.683972111733013,18.572339654537174,-9.049192671912824,40.80001483418457,13.956053106380754,-13.956053106380754,0.2906280080104597,0.3470039810122438,4.719620804648467,12.829334985660417,15.404010680612888,3,34.83994363009864,0.23605939624868807,6013.320186910725,144.11980122192676,-166.91971221681936,4.390799465969355,0.09480020767858396,-0.1487997626530469,1.060440581500035,0.21343969144896097,-0.1346001928443994,1.0003198902270343,0.08891986055866505,-0.09315975968620999,0.19604084851535733,CONFIRMED
4783,21.677547512184347,175.938557351354,2455008.9388606106,0.3440828613732906,0.18914422122818605,-0.2950980047932463,4.031603347733878,0.0765005571923367,-0.0765005571923367,970.0239058421856,26.01115529637706,-26.01115529637706,0.028603755369654777,0.0016610110751488739,-0.0008614557604523847,2.411532838018044,0.6483240073569534,-0.8666855084183758,2.6568605645201084,0.6270836704476496,-0.2177529882302732,0.14985043812111148,89.49293228204667,580.3944234967757,27.17075717099779,19.724271146604778,-6.797235104647207,38.86294823454098,6.8852588272951,-6.8852588272951,0.23031410307293232,0.458601992916825,7.617198978198359,36.47379607570018,42.96533881875954,1,63.52828705330052,0.8129224746975545,5522.843825850721,161.73067763751908,-165.32589646908195,4.56158326591047,0.03157290823880876,-0.15539442349677582,0.8505641458165789,0.20055219289548612,-0.06810119529210928,0.9612502022685897,0.06992111530064485,-0.11070836704476497,0.08218167524089592,CONFIRMED
4784,2.568217273964372,174.22520682293035,2455007.2250640285,0.14074164372172776,0.30986050135914306,-0.14074164372172776,1.975834582230752,0.04384065756078158,-0.04384065756078158,243.49973906318192,6.806069931067247,-6.806069931067247,0.014153016753945983,0.0005089183717542551,-0.00026700521873636177,2.4031310754162316,0.5409801041921543,-0.6120737078220719,1.8904237974378095,0.3476033399912715,-0.2626111680958141,0.036018522917383444,89.29719519876254,1505.4793320017457,1216.003945905368,628.0299120016043,-285.6533864200025,9.315349097495593,2.439502600356872,-2.439502600356872,0.2658282045744654,0.4011415501449256,5.891822391206245,23.42661990565722,43.93171192575283,2,168.14024006187265,0.5355299213585022,5785.300365311546,104.23966600087284,-118.99947812636383,4.356712213645348,0.06510203530718109,-0.14739926937690936,1.2296158649585398,0.22324227536905372,-0.1754672749184883,1.0716221814317992,0.07178074106056337,-0.10652171174552665,0.0,CONFIRMED
4785,47.99611382568954,355.6909807878783,2455188.690686101,0.44373967758905497,0.43270720917842515,-0.2551088986359021,6.283473768964511,0.09971682899352961,-0.09971682899352961,1344.0599948398165,28.657489295970027,-28.657489295970027,0.03438070289915192,0.0006170343358609289,-0.0011485975058219597,1.4388175118010718,0.5805043628560611,-0.016284692984495988,3.49817343309688,0.9074522311092048,-0.44918225433003034,0.24634280088058189,89.4952044364175,524.7384420936942,18.129089734250552,14.736406345015231,-5.831744389975841,49.456400309611006,19.166755739028748,-19.166755739028748,0.29712071085883546,0.32690830100623575,11.79569673002081,45.888529626422155,53.1809326797101,1,28.697554810195726,0.11577762832605645,5995.386891927664,170.14444157767585,-203.48777405097863,4.485290319830853,0.07080378127523544,-0.18491555326214068,0.9304970260589264,0.2412615579063058,-0.11985823059318648,0.9211565669366268,0.10192233427936698,-0.10307355687426911,0.0850951354213087,CONFIRMED
4786,5.5573052346944944,171.83565624279598,2455004.8359963642,0.6726246616101594,0.08390073128627952,-0.4638434002546181,3.974353622137134,0.04397522120277047,-0.04397522120277047,242.0532907882579,3.7656983557387798,-3.7656983557387798,0.014998351703299453,0.0016132204760158269,-0.0008474817178430117,0.32128817341907584,0.4082635666575038,-0.06077236677858807,1.857312431866752,0.2807021938588386,-0.1392978061411614,0.06419628701853564,85.18854753360817,1095.9007312862796,340.68352470923463,145.69227991001966,-73.3651997865899,8.030411700580473,3.969007312862795,-3.969007312862795,0.2754595612282323,0.392941978106728,7.370541284290272,52.13254711688279,69.84084279610808,2,190.5908044149075,0.8768229324126646,5915.756252271109,106.10330895712401,-128.7602925145118,4.388355137172823,0.05002096884102952,-0.112,1.1314874954577834,0.1731404387717677,-0.08512427779815353,1.146895923418864,0.05792978061411614,-0.07048345521437992,0.5936094703839017,CONFIRMED
4787,35.46638868633235,143.56898709782882,2454976.569162499,0.27497123576985383,0.22443330694339872,-0.23011567141765343,10.510766993727614,0.3021602211048184,-0.3021602211048184,154.11233883717745,5.758467070044259,-5.758467070044259,0.011395650179063148,0.00027642971141463046,-0.00036284118223712733,0.4573570032499913,0.04572004735922422,-0.15113656489822164,2.0541173377078916,0.3681461019380376,-0.3745987898672234,0.22395678334502545,89.28853898061962,763.4028764230146,80.86441286845812,39.843176355257455,-29.681176006561838,23.81497500564643,4.8472331863265135,-4.8472331863265135,0.29303884943079417,0.34844850476881,4.964858004518082,20.41191245787927,29.342252035709397,1,45.894852220359084,0.21735390692201087,6168.008857347774,115.81461019380376,-125.03209681062214,4.102884328582347,0.14282706307034657,-0.10793940190752402,1.7126679823591817,0.3080658599114823,-0.3231353153517328,1.2575096904928935,0.1332869420570689,-0.1244277821761002,0.495176795406714,CONFIRMED
4788,9.907368670010548,132.58197007679163,2454965.5820606095,0.8982891404264024,0.018140573049065103,-0.6311825449389339,4.544713267870719,0.08279307135997215,-0.08279307135997215,475.09193810800963,13.760093256053576,-13.760093256053576,0.02354311190726429,0.0001472651574415859,-0.0032730846060854005,0.1459493394513892,1.4611426850708962,-0.02590974685738098,2.8127781457253684,0.8862358426826681,-0.32494337073067237,0.09511825449389338,83.79700864996818,937.1825449389338,182.16215853529107,169.98966698075586,-58.307734829226895,8.685003311528314,4.117121908506831,-4.117121908506831,0.30227528314634666,0.3257444370854926,5.565386156540083,32.63808250480065,38.66122584144013,1,133.44103932933297,0.28057021896081435,6265.9546965845375,167.3117921341334,-217.38774158559872,4.428011325853865,0.058806129207200644,-0.21495802811013126,1.0929353764024003,0.348786809025063,-0.12574150560960085,1.168463691037064,0.1576882078658666,-0.1576882078658666,0.07363824164772571,CONFIRMED
4789,10.272190166977856,138.8661384938981,2454971.866379629,0.910677024099479,0.059825195350409345,-0.6420961743035227,4.870670474358099,0.2835110972494418,-0.2835110972494418,150.79919687670554,8.36288311268916,-8.36288311268916,0.014745666041033242,0.0010272303939301663,-0.003827689711448771,0.17959602359195614,1.257502254759979,-0.14261608920086832,1.662752062112379,0.2584717820764078,-0.13834073149962786,0.09265897275955098,80.02789472510543,846.3187486423965,121.54063832155173,51.252306055718186,-24.70794969618581,7.0584210438290755,3.231874864239643,-3.231874864239643,0.26030828576041926,0.40864893260338625,6.525677822164352,24.57285040357227,18.174677664599354,1,131.30564358471844,0.49757450779378576,5797.755442803895,88.72923268853883,-102.68991751550485,4.437030437373481,0.06013105057677995,-0.12,1.0110744030879435,0.15848911439221036,-0.07854153462292235,1.0129127034960308,0.060449799219176384,-0.06835806381543041,0.0,CONFIRMED
4790,39.63944488097551,166.5670926976934,2454999.5665974966,0.016,0.43556288171542196,-0.016,7.3709085932385765,0.27670150994725673,-0.27670150994725673,203.12061751044757,13.495979416318415,-13.495979416318415,0.013053492761882583,0.0006386458663492519,-0.00046999742703980184,2.587062542541798,0.17241688600224955,-1.0370791539268382,1.466030875522378,0.3375876497910488,-0.16080411673631706,0.22852679261492317,89.97959794163184,567.3165007741305,24.603403073234027,17.524059311433334,-7.0378096009453355,48.43698963656814,2.999742703980183,-2.999742703980183,0.2914550016914431,0.346994531792835,4.655982486673692,14.016731938048189,16.947989708159206,1,33.118044550249394,0.593970993207485,6044.911869445774,134.8742365691561,-156.5149569980116,4.4288237388915475,0.0696030875522378,-0.1691907373432866,1.027621098273625,0.23859022275124694,-0.11264329338905366,1.0232840138179091,0.10663557450845915,-0.09831392781393233,0.5903779402000202,CONFIRMED
4791,6.716280496408749,136.3876428886077,2454969.387839503,0.6292217689851111,0.1565638731582618,-0.4344069319659436,4.134376539409536,0.12332687053797145,-0.12332687053797145,133.8174196167487,6.337193547196597,-6.337193547196597,0.011858774675330027,0.0001630427442867213,-0.00150065950533715,0.6155090476475207,0.36908405700540176,-0.22550089076649033,1.6685967735982985,0.26,-0.2974387094393194,0.07008685481192342,83.24297263832489,1106.1982258481191,354.03976456863006,149.64564359701902,-130.74749186018474,8.530714899758514,1.946812890844607,-1.946812890844607,0.2665438709439319,0.3985634839233497,4.8703290339680425,20.4493761015264,23.46014522498207,1,174.84193584102096,0.7843,5844.984354535132,96.83516113555758,-105.0667739673534,4.2239332260326465,0.16971935471965968,-0.10674387094393194,1.2898685481192342,0.1987683871682042,-0.2282649998154725,1.0150245162242724,0.09080177415188088,-0.06680177415188089,0.26719242422993605,CONFIRMED
4792,13.070327482955104,144.05556441119205,2454977.055201189,0.857001241069931,0.05772597880178062,-0.5789197216924218,5.436010676088098,0.13310427874111289,-0.13310427874111289,98.02941323044833,4.424331706259672,-4.424331706259672,0.010441026648690874,0.00016417114964451513,-0.0014200480008670694,0.10057638268508068,0.5470054644984695,-0.0035590690051056774,1.8607887112016959,0.34826202098145204,-0.3865240419629041,0.11809344532252676,84.82089630267006,1008.903749089645,244.78181083015116,126.43855914340052,-102.46415707777042,9.541270381047164,4.637432755332274,-4.637432755332274,0.3051600264825734,0.32360521393705566,5.240194042550396,21.39239499879621,25.42352892318389,1,84.69519160741919,0.6265478523235697,6154.417114964452,111.0,-124.19117769204027,4.122589588737637,0.16725266902202438,-0.12598262020981452,1.629586857421558,0.30676603489683096,-0.3362018537801378,1.283489282382533,0.11889572125888712,-0.14378341468701641,0.03679947034853206,CONFIRMED
4793,3.347926406544136,235.48387581654163,2455068.4842323028,0.17326191459949195,0.2710918240863675,-0.17326191459949195,1.5087789765541053,0.05238547716325141,-0.05238547716325141,241.7144627908551,10.103759344792536,-10.103759344792536,0.01404214094791871,0.000480925639461473,-0.0004410922372650294,17.436156940591026,1.8361919148489267,-6.317260129643614,1.3424835693988142,0.15615653285351394,-0.06646261314140557,0.043447966351058416,89.42843467146487,1096.476170801016,341.52001013637596,114.75787583793397,-54.97899950958511,19.650254626045736,2.2091824086367495,-2.2091824086367495,0.2274520336489416,0.46327280204504656,4.721037885252745,33.10391041452738,34.08500393869604,1,393.8570248060966,0.6708488637586798,5544.928718992379,90.89112554445387,-108.36729634546997,4.545921733573243,0.018,-0.102,0.8718640102252329,0.10358504525656223,-0.040969391971210835,0.9748640102252328,0.038030608028789166,-0.07461565328535139,0.6380735341812032,CONFIRMED
4794,2.232596011069101,134.38132542474605,2454967.3813724923,0.06005220886448476,0.391964662210552,-0.05469866073048371,1.7062723339762873,0.050420296361900326,-0.050420296361900326,1836.7717297684417,58.44097460969222,-58.44097460969222,0.038308437275929016,0.001670491878252565,-0.0006475956684013679,4.20928716395958,0.4363239351996455,-1.3470502870414625,2.1043043603087446,0.13026902251929653,-0.22757879732633118,0.026769945855017102,89.66274437017587,698.0760900771861,56.125870626243284,12.674027359592575,-15.867271586217878,10.347847819845628,1.092783473446314,-1.092783473446314,0.21105241950027845,0.5301893188811969,6.149360658536409,37.77146177587497,39.28207473541774,2,280.0799089361017,0.26487741232275036,3647.3174125248656,80.91929324421103,-89.89239099228139,4.7435695639691255,0.05530054144982901,-0.024242120267366885,0.5038070675578896,0.030053804503859305,-0.05543505270947728,0.5141567968329751,0.035892390992281385,-0.0535964662210552,5.38045038593071e-05,CONFIRMED
4795,214.26287783576325,219.97951213204942,2455052.979748844,0.10361284041369673,0.132530549591374,-0.10361284041369673,12.168636841081964,0.06060707542778962,-0.06060707542778962,3937.4594817385982,28.03145238591288,-28.03145238591288,0.05730568550900393,0.0003681764317639517,-0.0003415461297461753,1.1485179288581664,0.046031604394450865,-0.10335808549504882,7.0323784452157945,1.3633696979822236,-0.8704426472842779,0.7241331044738569,89.95801122296955,329.82325466116856,2.8211066182106945,1.5591708202791783,-0.8672381580964592,140.5967462946118,6.0155307317140085,-6.0155307317140085,0.2844,0.3661,55.80365710376757,82.45114863613097,174.20355503579188,4,5.580112229695468,0.5422529543140612,6009.049562638322,138.07169500253536,-151.9943885152266,4.38376215547842,0.08690617263325073,-0.13947506189339942,1.1210610991827479,0.21893360290735833,-0.13816583594416434,1.100756857568527,0.10201652087944049,-0.11359102162436255,0.008121571215736553,CONFIRMED
